Polarization Analyzer Results

No	PER [dB]	Lin. PER [dB]	Lin. V	φ [°]	DOP [%]	Intensity [%]	Intensity bar	Comment	Timestamp
302	4.6	3.3	2	36.9	80.3	8.1	0	comment is empty	28.05.2025, 19:38:13
303	4.6	3.2	2	36.6	80.4	8.1	0	comment is empty	28.05.2025, 19:38:14
304	4.6	3.2	2	36.3	80.3	8.1	0	comment is empty	28.05.2025, 19:38:15
305	4.6	3.2	2	36.1	80.2	8.1	0	comment is empty	28.05.2025, 19:38:16
306	4.6	3.2	2	35.8	80.1	8.0	0	comment is empty	28.05.2025, 19:38:17
307	4.5	3.2	2	35.6	80.0	8.1	0	comment is empty	28.05.2025, 19:38:18
308	4.5	3.2	2	35.5	80.0	8.1	0	comment is empty	28.05.2025, 19:38:19
309	4.5	3.2	2	35.4	80.0	8.1	0	comment is empty	28.05.2025, 19:38:20
310	4.5	3.1	2	35.0	79.8	8.0	0	comment is empty	28.05.2025, 19:38:21
311	4.5	3.1	2	34.8	79.8	8.0	0	comment is empty	28.05.2025, 19:38:22
312	4.5	3.1	2	34.6	79.8	8.0	0	comment is empty	28.05.2025, 19:38:23
313	4.4	3.1	2	34.4	79.6	8.0	0	comment is empty	28.05.2025, 19:38:24
314	4.4	3.1	2	34.1	79.7	8.0	0	comment is empty	28.05.2025, 19:38:25
315	4.4	3.0	2	33.9	79.5	8.0	0	comment is empty	28.05.2025, 19:38:26
316	4.3	3.0	2	33.6	79.4	8.0	0	comment is empty	28.05.2025, 19:38:27
317	4.3	3.0	2	33.3	79.3	8.0	0	comment is empty	28.05.2025, 19:38:28
318	4.3	3.0	2	33.0	79.3	8.0	0	comment is empty	28.05.2025, 19:38:29
319	4.3	3.0	2	32.8	79.3	8.0	0	comment is empty	28.05.2025, 19:38:30
320	4.2	3.0	2	32.6	79.1	7.9	0	comment is empty	28.05.2025, 19:38:31
321	4.2	2.9	2	32.3	79.1	7.9	0	comment is empty	28.05.2025, 19:38:32
322	4.2	2.9	2	32.3	79.1	7.9	0	comment is empty	28.05.2025, 19:38:33
323	4.2	2.9	2	32.1	78.9	7.9	0	comment is empty	28.05.2025, 19:38:34
324	4.2	2.9	2	31.8	78.9	7.9	0	comment is empty	28.05.2025, 19:38:35
325	4.1	2.9	2	31.6	78.8	7.9	0	comment is empty	28.05.2025, 19:38:36
326	4.1	2.9	2	31.3	78.8	7.9	0	comment is empty	28.05.2025, 19:38:37
327	4.1	2.8	2	31.1	78.7	7.8	0	comment is empty	28.05.2025, 19:38:38
328	4.0	2.8	2	30.9	78.6	7.8	0	comment is empty	28.05.2025, 19:38:39
329	4.0	2.8	2	30.7	78.6	7.8	0	comment is empty	28.05.2025, 19:38:40
330	4.0	2.8	2	30.4	78.5	7.8	0	comment is empty	28.05.2025, 19:38:41
331	4.0	2.7	2	30.2	78.4	7.8	0	comment is empty	28.05.2025, 19:38:42
332	3.9	2.7	2	29.9	78.4	7.8	0	comment is empty	28.05.2025, 19:38:43
333	3.9	2.7	2	29.7	78.2	7.8	0	comment is empty	28.05.2025, 19:38:44
334	3.9	2.7	2	29.5	78.2	7.7	0	comment is empty	28.05.2025, 19:38:45
335	3.9	2.7	2	29.5	78.1	7.7	0	comment is empty	28.05.2025, 19:38:46
336	3.8	2.6	2	29.2	78.1	7.7	0	comment is empty	28.05.2025, 19:38:47
337	3.8	2.6	2	29.0	78.0	7.7	0	comment is empty	28.05.2025, 19:38:48
338	3.8	2.6	2	28.8	77.9	7.7	0	comment is empty	28.05.2025, 19:38:49
339	3.7	2.6	2	28.7	77.9	7.7	0	comment is empty	28.05.2025, 19:38:50
340	3.7	2.6	2	28.4	77.8	7.6	0	comment is empty	28.05.2025, 19:38:51
341	3.6	2.5	2	28.2	77.6	7.6	0	comment is empty	28.05.2025, 19:38:52
342	3.6	2.5	2	28.0	77.7	7.6	0	comment is empty	28.05.2025, 19:38:53
343	3.6	2.5	2	27.7	77.6	7.6	0	comment is empty	28.05.2025, 19:38:54
344	3.5	2.4	2	27.7	77.4	7.6	0	comment is empty	28.05.2025, 19:38:55
345	3.5	2.4	2	27.3	77.4	7.6	0	comment is empty	28.05.2025, 19:38:56
346	3.4	2.4	2	27.1	77.4	7.5	0	comment is empty	28.05.2025, 19:38:57
347	3.4	2.4	2	27.0	77.4	7.5	0	comment is empty	28.05.2025, 19:38:58
348	3.4	2.4	2	26.8	77.4	7.5	0	comment is empty	28.05.2025, 19:38:59
349	3.4	2.3	2	26.8	77.3	7.5	0	comment is empty	28.05.2025, 19:39:00
350	3.3	2.3	2	26.6	77.2	7.5	0	comment is empty	28.05.2025, 19:39:01
351	3.3	2.3	2	26.3	77.1	7.4	0	comment is empty	28.05.2025, 19:39:02
352	3.2	2.2	2	26.0	77.0	7.4	0	comment is empty	28.05.2025, 19:39:03
353	3.2	2.2	2	25.9	77.0	7.4	0	comment is empty	28.05.2025, 19:39:04
354	3.2	2.2	2	25.8	76.9	7.4	0	comment is empty	28.05.2025, 19:39:05
355	3.1	2.2	2	25.8	76.8	7.4	0	comment is empty	28.05.2025, 19:39:06
356	3.1	2.1	2	25.5	76.8	7.4	0	comment is empty	28.05.2025, 19:39:07
357	3.0	2.1	2	25.3	76.8	7.3	0	comment is empty	28.05.2025, 19:39:08
358	3.0	2.1	2	25.2	76.4	7.3	0	comment is empty	28.05.2025, 19:39:09
359	2.9	2.0	2	25.0	76.6	7.3	0	comment is empty	28.05.2025, 19:39:10
360	2.9	2.0	2	24.9	76.6	7.3	0	comment is empty	28.05.2025, 19:39:11
361	2.9	2.0	2	24.9	76.5	7.3	0	comment is empty	28.05.2025, 19:39:12
362	2.8	2.0	2	25.0	76.5	7.3	0	comment is empty	28.05.2025, 19:39:13
363	2.8	2.0	2	24.7	76.4	7.2	0	comment is empty	28.05.2025, 19:39:14
364	2.7	1.9	2	24.5	76.4	7.2	0	comment is empty	28.05.2025, 19:39:15
365	2.7	1.9	2	24.4	76.3	7.2	0	comment is empty	28.05.2025, 19:39:16
366	2.6	1.9	2	24.4	76.3	7.2	0	comment is empty	28.05.2025, 19:39:17
367	2.6	1.8	2	24.2	76.4	7.1	0	comment is empty	28.05.2025, 19:39:18
368	2.6	1.8	2	24.3	76.3	7.1	0	comment is empty	28.05.2025, 19:39:19
369	2.5	1.8	2	24.2	76.1	7.1	0	comment is empty	28.05.2025, 19:39:20
370	2.4	1.7	1	24.1	76.1	7.1	0	comment is empty	28.05.2025, 19:39:21
371	2.4	1.7	1	24.1	76.0	7.1	0	comment is empty	28.05.2025, 19:39:22
372	2.4	1.7	1	24.1	76.1	7.1	0	comment is empty	28.05.2025, 19:39:23
373	2.3	1.6	1	24.3	76.1	7.0	0	comment is empty	28.05.2025, 19:39:24
374	2.3	1.6	1	24.2	76.0	7.1	0	comment is empty	28.05.2025, 19:39:25
375	2.3	1.6	1	24.2	76.0	7.0	0	comment is empty	28.05.2025, 19:39:26
376	2.2	1.6	1	24.3	75.9	7.0	0	comment is empty	28.05.2025, 19:39:27
377	2.2	1.5	1	24.1	76.0	7.0	0	comment is empty	28.05.2025, 19:39:28
378	2.1	1.5	1	24.4	75.8	7.0	0	comment is empty	28.05.2025, 19:39:29
379	2.1	1.5	1	24.6	75.9	7.0	0	comment is empty	28.05.2025, 19:39:30
380	2.0	1.4	1	24.8	75.8	6.9	0	comment is empty	28.05.2025, 19:39:31
381	2.0	1.4	1	24.9	75.9	6.9	0	comment is empty	28.05.2025, 19:39:32
382	1.9	1.3	1	25.3	75.7	6.9	0	comment is empty	28.05.2025, 19:39:33
383	1.8	1.3	1	25.6	75.7	6.9	0	comment is empty	28.05.2025, 19:39:34
384	1.8	1.3	1	25.9	75.8	6.9	0	comment is empty	28.05.2025, 19:39:35
385	1.7	1.2	1	26.0	75.7	6.9	0	comment is empty	28.05.2025, 19:39:36
386	1.7	1.2	1	26.5	75.7	6.9	0	comment is empty	28.05.2025, 19:39:37
387	1.7	1.2	1	26.6	75.6	6.9	0	comment is empty	28.05.2025, 19:39:38
388	1.6	1.2	1	27.2	75.6	6.9	0	comment is empty	28.05.2025, 19:39:39
389	1.6	1.1	1	27.7	75.6	6.9	0	comment is empty	28.05.2025, 19:39:40
390	1.5	1.1	1	28.1	75.7	6.8	0	comment is empty	28.05.2025, 19:39:41
391	1.5	1.1	1	28.6	75.6	6.9	0	comment is empty	28.05.2025, 19:39:42
392	1.4	1.0	1	29.4	75.5	6.8	0	comment is empty	28.05.2025, 19:39:43
393	1.4	1.0	1	30.6	75.6	6.8	0	comment is empty	28.05.2025, 19:39:44
394	1.3	1.0	1	31.7	75.5	6.8	0	comment is empty	28.05.2025, 19:39:45
395	1.3	0.9	1	32.2	75.5	6.8	0	comment is empty	28.05.2025, 19:39:46
396	1.3	0.9	1	33.4	75.5	6.8	0	comment is empty	28.05.2025, 19:39:47
397	1.2	0.9	1	34.8	75.6	6.8	0	comment is empty	28.05.2025, 19:39:48
398	1.2	0.9	1	36.1	75.6	6.8	0	comment is empty	28.05.2025, 19:39:49
399	1.2	0.9	1	37.5	75.5	6.8	0	comment is empty	28.05.2025, 19:39:50
400	1.2	0.9	1	37.5	75.7	6.8	0	comment is empty	28.05.2025, 19:39:51
401	1.2	0.9	1	39.3	75.6	6.8	0	comment is empty	28.05.2025, 19:39:52
402	1.1	0.8	1	40.8	75.6	6.8	0	comment is empty	28.05.2025, 19:39:53
403	1.1	0.8	1	42.4	75.6	6.8	0	comment is empty	28.05.2025, 19:39:54
404	1.1	0.8	1	44.0	75.6	6.8	0	comment is empty	28.05.2025, 19:39:55
405	1.1	0.8	1	45.9	75.6	6.8	0	comment is empty	28.05.2025, 19:39:56
406	1.1	0.8	1	47.5	75.6	6.8	0	comment is empty	28.05.2025, 19:39:57
407	1.2	0.8	1	49.2	75.7	6.8	0	comment is empty	28.05.2025, 19:39:58
408	1.2	0.9	1	50.7	75.7	6.8	0	comment is empty	28.05.2025, 19:39:59
409	1.2	0.9	1	52.4	75.8	6.8	0	comment is empty	28.05.2025, 19:40:00
410	1.2	0.9	1	53.6	75.9	6.8	0	comment is empty	28.05.2025, 19:40:01
411	1.3	0.9	1	55.1	75.9	6.8	0	comment is empty	28.05.2025, 19:40:02
412	1.3	0.9	1	56.0	75.8	6.8	0	comment is empty	28.05.2025, 19:40:03
413	1.3	1.0	1	56.3	76.0	6.8	0	comment is empty	28.05.2025, 19:40:04
414	1.3	1.0	1	57.5	76.0	6.8	0	comment is empty	28.05.2025, 19:40:05
415	1.4	1.0	1	58.4	76.1	6.8	0	comment is empty	28.05.2025, 19:40:06
416	1.4	1.0	1	59.4	76.0	6.8	0	comment is empty	28.05.2025, 19:40:07
417	1.5	1.1	1	60.2	76.2	6.8	0	comment is empty	28.05.2025, 19:40:08
418	1.6	1.1	1	61.0	76.2	6.8	0	comment is empty	28.05.2025, 19:40:09
419	1.6	1.2	1	61.5	76.3	6.8	0	comment is empty	28.05.2025, 19:40:10
420	1.7	1.2	1	62.1	76.5	6.8	0	comment is empty	28.05.2025, 19:40:11
421	1.7	1.2	1	62.9	76.5	6.8	0	comment is empty	28.05.2025, 19:40:12
422	1.8	1.3	1	63.4	76.5	6.8	0	comment is empty	28.05.2025, 19:40:13
423	1.8	1.3	1	63.8	76.6	6.8	0	comment is empty	28.05.2025, 19:40:14
424	1.9	1.4	1	64.2	76.7	6.8	0	comment is empty	28.05.2025, 19:40:15
425	1.9	1.4	1	64.1	76.8	6.8	0	comment is empty	28.05.2025, 19:40:16
426	2.0	1.4	1	64.2	77.0	6.8	0	comment is empty	28.05.2025, 19:40:17
427	2.1	1.5	1	64.2	77.0	6.8	0	comment is empty	28.05.2025, 19:40:18
428	2.1	1.5	1	64.7	77.0	6.8	0	comment is empty	28.05.2025, 19:40:19
429	2.2	1.6	1	65.1	77.1	6.9	0	comment is empty	28.05.2025, 19:40:20
430	2.2	1.6	1	65.3	77.1	6.9	0	comment is empty	28.05.2025, 19:40:21
431	2.3	1.7	1	65.3	77.3	6.9	0	comment is empty	28.05.2025, 19:40:22
432	2.4	1.7	1	65.1	77.6	6.9	0	comment is empty	28.05.2025, 19:40:23
433	2.4	1.8	1	65.4	77.5	6.9	0	comment is empty	28.05.2025, 19:40:24
434	2.5	1.8	2	65.1	77.7	6.9	0	comment is empty	28.05.2025, 19:40:25
435	2.6	1.9	2	65.3	77.8	6.9	0	comment is empty	28.05.2025, 19:40:26
436	2.6	1.9	2	65.3	77.9	6.9	0	comment is empty	28.05.2025, 19:40:27
437	2.7	1.9	2	65.3	77.9	6.9	0	comment is empty	28.05.2025, 19:40:28
438	2.8	2.0	2	65.2	78.0	6.9	0	comment is empty	28.05.2025, 19:40:29
439	2.8	2.0	2	65.1	78.0	7.0	0	comment is empty	28.05.2025, 19:40:30
440	2.8	2.0	2	64.9	78.3	7.0	0	comment is empty	28.05.2025, 19:40:31
441	2.9	2.1	2	64.7	78.5	7.0	0	comment is empty	28.05.2025, 19:40:32
442	3.0	2.1	2	65.0	78.4	7.0	0	comment is empty	28.05.2025, 19:40:33
443	3.0	2.2	2	64.7	78.6	7.0	0	comment is empty	28.05.2025, 19:40:34
444	3.1	2.2	2	64.5	78.7	7.0	0	comment is empty	28.05.2025, 19:40:35
445	3.1	2.2	2	64.1	78.8	7.0	0	comment is empty	28.05.2025, 19:40:36
446	3.2	2.3	2	64.2	78.9	7.1	0	comment is empty	28.05.2025, 19:40:37
447	3.2	2.3	2	63.8	79.1	7.0	0	comment is empty	28.05.2025, 19:40:38
448	3.3	2.4	2	63.8	79.1	7.1	0	comment is empty	28.05.2025, 19:40:39
449	3.3	2.4	2	63.6	79.2	7.1	0	comment is empty	28.05.2025, 19:40:40
450	3.4	2.4	2	63.6	79.2	7.1	0	comment is empty	28.05.2025, 19:40:41
451	3.5	2.5	2	63.3	79.5	7.1	0	comment is empty	28.05.2025, 19:40:42
452	3.4	2.5	2	63.2	79.4	7.2	0	comment is empty	28.05.2025, 19:40:43
453	3.5	2.5	2	63.1	79.4	7.2	0	comment is empty	28.05.2025, 19:40:44
454	3.6	2.6	2	62.7	79.7	7.2	0	comment is empty	28.05.2025, 19:40:45
455	3.6	2.6	2	62.7	79.7	7.2	0	comment is empty	28.05.2025, 19:40:46
456	3.7	2.6	2	62.2	79.9	7.2	0	comment is empty	28.05.2025, 19:40:47
457	3.7	2.7	2	62.1	80.0	7.2	0	comment is empty	28.05.2025, 19:40:48
458	3.7	2.7	2	61.8	80.1	7.2	0	comment is empty	28.05.2025, 19:40:49
459	3.8	2.7	2	61.7	80.1	7.3	0	comment is empty	28.05.2025, 19:40:50
460	3.8	2.8	2	61.5	80.2	7.3	0	comment is empty	28.05.2025, 19:40:51
461	3.9	2.8	2	61.1	80.3	7.3	0	comment is empty	28.05.2025, 19:40:52
462	3.9	2.8	2	60.8	80.4	7.3	0	comment is empty	28.05.2025, 19:40:53
463	3.9	2.8	2	60.5	80.5	7.4	0	comment is empty	28.05.2025, 19:40:54
464	4.0	2.9	2	60.4	80.6	7.4	0	comment is empty	28.05.2025, 19:40:55
465	4.0	2.9	2	60.2	80.6	7.4	0	comment is empty	28.05.2025, 19:40:56
466	4.0	2.9	2	59.9	80.7	7.4	0	comment is empty	28.05.2025, 19:40:57
467	4.0	2.9	2	59.7	80.7	7.4	0	comment is empty	28.05.2025, 19:40:58
468	4.1	2.9	2	59.3	80.9	7.4	0	comment is empty	28.05.2025, 19:40:59
469	4.1	3.0	2	59.2	80.9	7.5	0	comment is empty	28.05.2025, 19:41:00
470	4.1	3.0	2	58.9	81.0	7.5	0	comment is empty	28.05.2025, 19:41:01
471	4.2	3.0	2	58.5	81.1	7.5	0	comment is empty	28.05.2025, 19:41:02
472	4.2	3.0	2	58.3	81.2	7.6	0	comment is empty	28.05.2025, 19:41:03
473	4.2	3.1	2	58.0	81.2	7.6	0	comment is empty	28.05.2025, 19:41:04
474	4.3	3.1	2	57.7	81.3	7.6	0	comment is empty	28.05.2025, 19:41:05
475	4.3	3.1	2	57.4	81.3	7.6	0	comment is empty	28.05.2025, 19:41:06
476	4.3	3.1	2	57.1	81.4	7.7	0	comment is empty	28.05.2025, 19:41:07
477	4.3	3.1	2	56.7	81.6	7.7	0	comment is empty	28.05.2025, 19:41:08
478	4.3	3.1	2	56.8	81.5	7.7	0	comment is empty	28.05.2025, 19:41:09
479	4.3	3.1	2	56.4	81.6	7.7	0	comment is empty	28.05.2025, 19:41:10
480	4.4	3.2	2	56.1	81.7	7.7	0	comment is empty	28.05.2025, 19:41:11
481	4.4	3.2	2	55.7	81.7	7.8	0	comment is empty	28.05.2025, 19:41:12
482	4.4	3.2	2	55.5	81.9	7.8	0	comment is empty	28.05.2025, 19:41:13
483	4.4	3.2	2	55.1	81.9	7.8	0	comment is empty	28.05.2025, 19:41:14
484	4.4	3.2	2	54.7	81.9	7.8	0	comment is empty	28.05.2025, 19:41:15
485	4.4	3.2	2	54.5	81.9	7.9	0	comment is empty	28.05.2025, 19:41:16
486	4.5	3.3	2	54.1	82.0	7.9	0	comment is empty	28.05.2025, 19:41:17
487	4.5	3.3	2	53.7	82.1	7.9	0	comment is empty	28.05.2025, 19:41:18
488	4.5	3.3	2	53.5	82.1	8.0	0	comment is empty	28.05.2025, 19:41:19
489	4.5	3.3	2	53.1	82.1	8.0	0	comment is empty	28.05.2025, 19:41:20
490	4.5	3.3	2	52.9	82.2	8.0	0	comment is empty	28.05.2025, 19:41:21
491	4.5	3.3	2	52.7	82.2	8.0	0	comment is empty	28.05.2025, 19:41:22
492	4.5	3.3	2	52.4	82.2	8.0	0	comment is empty	28.05.2025, 19:41:23
493	4.5	3.3	2	52.1	82.3	8.1	0	comment is empty	28.05.2025, 19:41:24
494	4.6	3.3	2	51.6	82.4	8.1	0	comment is empty	28.05.2025, 19:41:25
495	4.6	3.3	2	51.4	82.3	8.1	0	comment is empty	28.05.2025, 19:41:26
496	4.6	3.3	2	51.0	82.4	8.1	0	comment is empty	28.05.2025, 19:41:27
497	4.6	3.3	2	50.8	82.5	8.2	0	comment is empty	28.05.2025, 19:41:28
498	4.6	3.4	2	50.4	82.4	8.1	0	comment is empty	28.05.2025, 19:41:29
499	4.6	3.4	2	50.1	82.4	8.2	0	comment is empty	28.05.2025, 19:41:30
500	4.6	3.4	2	49.7	82.5	8.2	0	comment is empty	28.05.2025, 19:41:31
501	4.6	3.4	2	49.4	82.5	8.2	0	comment is empty	28.05.2025, 19:41:32
502	4.6	3.4	2	49.1	82.5	8.3	0	comment is empty	28.05.2025, 19:41:33
503	4.7	3.4	2	48.8	82.5	8.3	0	comment is empty	28.05.2025, 19:41:34
504	4.6	3.4	2	48.7	82.5	8.3	0	comment is empty	28.05.2025, 19:41:35
505	4.7	3.4	2	48.5	82.6	8.3	0	comment is empty	28.05.2025, 19:41:36
506	4.7	3.4	2	48.0	82.6	8.3	0	comment is empty	28.05.2025, 19:41:37
507	4.7	3.4	2	47.8	82.6	8.4	0	comment is empty	28.05.2025, 19:41:38
508	4.7	3.4	2	47.5	82.6	8.4	0	comment is empty	28.05.2025, 19:41:39
509	4.7	3.4	2	47.2	82.5	8.4	0	comment is empty	28.05.2025, 19:41:40
510	4.7	3.4	2	46.9	82.5	8.4	0	comment is empty	28.05.2025, 19:41:41
511	4.7	3.4	2	46.5	82.6	8.5	0	comment is empty	28.05.2025, 19:41:42
512	4.7	3.4	2	46.0	82.6	8.4	0	comment is empty	28.05.2025, 19:41:43
513	4.7	3.4	2	45.8	82.6	8.5	0	comment is empty	28.05.2025, 19:41:44
514	4.7	3.4	2	45.5	82.6	8.5	0	comment is empty	28.05.2025, 19:41:45
515	4.7	3.4	2	45.1	82.6	8.5	0	comment is empty	28.05.2025, 19:41:46
516	4.7	3.4	2	44.8	82.4	8.5	0	comment is empty	28.05.2025, 19:41:47
517	4.7	3.4	2	44.7	82.4	8.5	0	comment is empty	28.05.2025, 19:41:48
518	4.7	3.4	2	44.4	82.5	8.6	0	comment is empty	28.05.2025, 19:41:49
519	4.7	3.4	2	44.0	82.4	8.6	0	comment is empty	28.05.2025, 19:41:50
520	4.7	3.4	2	43.8	82.4	8.6	0	comment is empty	28.05.2025, 19:41:51
521	4.7	3.4	2	43.4	82.5	8.6	0	comment is empty	28.05.2025, 19:41:52
522	4.7	3.4	2	43.2	82.4	8.6	0	comment is empty	28.05.2025, 19:41:53
523	4.7	3.4	2	42.8	82.4	8.7	0	comment is empty	28.05.2025, 19:41:54
524	4.7	3.4	2	42.3	82.4	8.7	0	comment is empty	28.05.2025, 19:41:55
525	4.7	3.4	2	42.3	82.4	8.7	0	comment is empty	28.05.2025, 19:41:56
526	4.7	3.4	2	42.2	82.5	8.7	0	comment is empty	28.05.2025, 19:41:57
527	4.7	3.4	2	42.2	82.4	8.7	0	comment is empty	28.05.2025, 19:41:58
528	4.7	3.4	2	42.0	82.5	8.7	0	comment is empty	28.05.2025, 19:41:59
529	4.7	3.4	2	42.2	82.5	8.7	0	comment is empty	28.05.2025, 19:42:00
530	4.6	3.4	2	42.0	82.5	8.7	0	comment is empty	28.05.2025, 19:42:01
531	4.7	3.4	2	42.0	82.5	8.7	0	comment is empty	28.05.2025, 19:42:02
532	4.7	3.4	2	41.9	82.5	8.7	0	comment is empty	28.05.2025, 19:42:03
533	4.6	3.4	2	41.9	82.6	8.8	0	comment is empty	28.05.2025, 19:42:04
534	4.6	3.4	2	41.8	82.6	8.7	0	comment is empty	28.05.2025, 19:42:05
